"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"451",2017,8,1,0,0,3,3,0,2,2,0,0,44
"452",2015,11,2,1,0,1,3,0,2,2,1,0,2
"453",2015,7,5,1,9,9,2,0,9,9,0,0,2
"454",2013,7,5,0,2,0,2,0,3,2,0,0,3
"455",2016,10,1,1,1,2,3,0,2,2,0,1,1
"456",2017,7,1,1,9,3,2,0,9,3,1,1,1
"457",2013,12,3,0,0,9,2,0,2,1,0,0,5
"458",2015,10,1,0,1,1,4,0,2,9,1,0,4
"459",2013,12,1,0,2,2,1,0,2,9,1,0,1
"460",2015,7,1,0,2,1,2,0,3,2,0,0,12
"461",2015,6,2,0,0,1,2,0,2,3,0,0,6
"462",2016,2,2,1,1,2,4,0,1,1,0,0,2
"463",2015,10,1,1,2,1,2,9,2,9,9,9,1
"464",2013,10,1,0,9,4,2,0,2,1,1,9,3
"465",2017,12,1,1,9,2,2,0,2,1,0,1,1
"466",2013,8,1,0,2,3,4,9,2,9,1,1,1
"467",2014,6,1,0,9,9,2,9,2,1,0,0,3
"468",2016,8,6,0,1,4,2,0,2,3,0,0,1
"469",2016,11,2,1,1,2,3,0,2,1,1,0,1
"470",2016,9,2,0,9,4,3,0,2,1,1,0,2
"471",2013,11,1,0,2,0,2,0,2,3,0,0,5
"472",2014,6,3,0,9,1,2,9,2,1,0,0,1
"473",2014,7,2,0,0,1,2,9,2,2,0,9,2
"474",2017,12,1,1,0,0,1,0,2,2,1,0,1
"475",2014,11,1,0,9,9,9,1,2,1,0,0,1
"476",2016,6,5,0,2,1,3,0,2,2,0,0,5
"477",2016,10,1,1,2,2,1,0,2,9,9,0,1
"478",2016,5,1,0,0,3,3,0,3,1,0,0,9
"479",2014,12,1,0,0,9,1,0,2,2,1,0,1
"480",2014,5,1,1,9,9,3,0,1,1,0,0,43
"481",2016,8,2,0,0,1,1,0,2,1,0,0,1
"482",2015,8,2,0,1,2,1,9,2,4,0,0,1
"483",2014,7,2,0,9,9,9,0,1,3,0,0,1
"484",2013,7,1,1,9,2,3,9,2,1,1,0,1
"485",2017,10,2,1,1,4,2,0,2,3,0,1,1
"486",2017,7,1,1,1,2,3,9,9,2,1,9,1
"487",2017,7,5,0,9,9,4,0,1,2,0,0,1
"488",2017,11,5,0,1,1,1,0,2,2,0,0,1
"489",2016,4,6,1,9,3,3,0,1,2,0,0,2
"490",2017,7,3,0,0,9,2,0,9,1,0,0,5
"491",2017,11,1,0,1,3,3,1,2,1,0,0,2
"492",2017,12,6,0,0,1,2,9,2,9,9,9,1
"493",2016,8,6,1,0,9,2,0,2,2,1,0,1
"494",2016,7,2,0,9,0,1,0,2,9,0,0,3
"495",2013,7,1,1,9,2,2,9,2,2,0,9,1
"496",2014,3,6,9,2,9,4,0,1,4,0,9,1
"497",2015,7,2,0,1,4,1,0,1,4,0,0,1
"498",2016,10,2,0,2,1,4,0,2,1,0,1,1
"499",2016,10,2,0,0,1,1,9,2,9,0,9,1
"500",2015,12,2,1,0,1,3,9,2,9,0,9,1
"501",2017,3,2,0,0,1,2,0,1,2,1,0,1
"502",2015,12,3,0,1,3,3,9,2,9,1,1,1
"503",2013,10,9,0,0,0,2,0,2,1,0,0,1
"504",2015,12,1,0,2,9,2,0,2,2,0,0,2
"505",2015,10,1,0,9,1,2,1,2,3,0,0,10
"506",2016,7,9,0,9,3,2,0,2,9,0,9,2
"507",2015,8,5,0,0,2,4,0,2,2,1,1,1
"508",2017,7,6,0,9,4,3,9,2,1,1,0,1
"509",2015,8,1,0,2,9,2,0,2,4,1,0,1
"510",2017,11,6,0,9,3,2,0,2,3,0,0,1
"511",2015,12,1,1,9,9,3,0,2,2,0,0,3
"512",2014,1,2,1,9,1,2,0,1,3,0,9,1
"513",2015,4,6,9,9,4,3,0,1,2,1,0,1
"514",2017,4,1,9,9,2,2,0,1,3,0,9,3
"515",2015,6,1,0,2,3,3,0,9,2,1,0,1
"516",2014,5,2,0,0,3,2,0,1,9,0,0,2
"517",2013,13,3,0,0,1,9,9,2,9,1,1,1
"518",2016,7,1,0,1,9,2,0,9,9,9,9,51
"519",2015,4,2,0,1,9,3,0,1,3,1,9,5
"520",2017,10,1,0,0,4,2,9,2,2,1,9,2
"521",2016,6,5,0,1,0,3,0,2,9,0,0,1
"522",2013,8,1,1,0,4,3,9,2,9,9,9,1
"523",2014,6,4,0,1,2,4,0,2,1,0,0,1
"524",2016,12,5,0,1,0,1,9,2,3,0,9,1
"525",2013,8,1,0,1,2,2,9,2,9,0,9,6
"526",2014,9,1,1,2,1,2,0,2,2,0,1,1
"527",2015,6,2,1,9,9,3,0,1,9,0,9,2
"528",2014,10,2,1,1,4,3,0,2,2,1,1,2
"529",2013,7,1,9,9,9,3,9,9,3,9,9,11
"530",2016,4,2,0,1,3,2,0,3,3,0,0,1
"531",2017,6,2,0,0,0,4,0,3,1,0,0,1
"532",2014,7,9,0,1,2,2,0,2,4,0,0,3
"533",2017,8,6,0,9,0,3,0,2,3,0,0,1
"534",2014,3,3,9,0,9,3,0,1,2,0,9,1
"535",2016,8,3,0,9,3,3,1,2,3,0,0,1
"536",2014,7,2,1,1,2,3,0,2,1,1,0,1
"537",2016,4,1,0,9,2,3,1,2,2,0,0,2
"538",2013,11,1,0,9,1,3,1,2,9,1,9,2
"539",2016,5,2,1,9,4,2,0,3,3,0,9,1
"540",2016,6,2,0,1,2,3,0,1,3,9,9,1
"541",2014,9,1,0,1,0,1,9,2,9,1,1,1
"542",2014,4,2,0,9,4,3,0,1,2,0,9,10
"543",2016,10,1,0,1,3,2,9,2,1,0,9,2
"544",2015,9,1,1,9,9,3,0,2,1,1,0,33
"545",2017,6,6,0,9,9,4,9,2,2,0,0,2
"546",2017,9,1,0,9,0,1,1,2,1,0,0,2
"547",2015,4,5,0,2,4,3,0,3,2,0,0,1
"548",2016,8,2,0,0,0,3,9,2,9,1,9,1
"549",2016,7,2,0,1,2,2,0,3,3,1,0,2
"550",2016,13,1,1,9,3,3,9,2,1,0,1,1
"551",2014,12,9,0,0,1,3,0,2,1,1,0,1
"552",2014,11,2,0,0,1,1,9,2,1,0,0,1
"553",2013,10,1,1,0,0,3,0,2,3,0,0,2
"554",2015,6,2,1,0,2,3,9,3,2,0,9,1
"555",2017,4,9,1,2,0,3,0,3,2,1,0,1
"556",2013,9,1,0,9,9,3,1,2,2,0,0,14
"557",2017,4,1,0,9,9,3,0,9,1,0,9,2
"558",2015,4,3,1,1,3,4,0,1,9,1,0,1
"559",2015,9,5,0,0,1,2,0,2,4,0,0,4
"560",2014,9,1,0,9,9,3,1,2,9,1,1,6
"561",2013,11,9,0,9,9,2,1,2,9,0,0,1
"562",2015,4,5,0,1,0,3,0,1,3,0,0,33
"563",2015,7,1,1,2,4,4,0,3,2,0,1,1
"564",2015,6,3,0,2,3,2,0,9,1,0,0,4
"565",2014,8,1,1,9,9,2,0,2,2,0,1,1
"566",2016,6,1,9,9,9,2,1,2,1,0,9,1
"567",2017,11,1,0,2,2,1,0,2,1,0,1,1
"568",2014,12,1,0,2,4,2,0,2,3,0,0,2
"569",2015,4,1,0,1,4,2,0,1,4,1,1,2
"570",2015,11,1,0,1,1,1,0,2,3,1,0,9
"571",2016,4,1,9,9,9,4,0,1,9,1,9,1
"572",2016,4,5,0,1,1,4,0,1,4,0,0,1
"573",2013,7,1,1,1,1,2,0,2,2,0,1,2
"574",2016,5,5,0,0,9,3,9,2,2,0,0,1
"575",2015,12,1,1,0,2,1,0,2,4,1,1,1
"576",2014,5,1,9,9,9,3,9,9,1,9,1,2
"577",2016,10,1,1,9,2,1,9,2,2,0,0,3
"578",2016,7,2,1,1,0,3,0,3,2,0,0,3
"579",2016,5,3,0,9,3,3,0,9,1,1,1,3
"580",2013,11,2,1,1,0,2,0,2,4,0,0,4
"581",2017,5,3,0,1,2,3,0,1,2,0,0,21
"582",2014,12,1,0,1,2,2,9,2,2,0,9,4
"583",2014,3,1,0,1,3,2,0,1,1,0,0,15
"584",2017,7,3,0,0,2,1,0,9,1,0,0,3
"585",2014,4,1,0,9,2,1,0,1,4,1,0,2
"586",2017,6,6,1,9,9,2,0,1,3,0,0,2
"587",2015,6,1,0,9,4,4,0,9,1,1,1,1
"588",2016,12,1,0,9,1,3,0,2,3,1,9,1
"589",2014,11,1,0,0,0,2,0,2,3,0,0,9
"590",2015,6,1,0,9,0,2,0,3,2,1,0,3
"591",2015,6,1,9,1,4,1,0,1,4,0,9,1
"592",2015,8,3,1,9,3,2,0,2,1,1,9,1
"593",2017,11,1,0,1,9,1,0,2,2,0,0,1
"594",2017,7,2,1,9,2,3,0,2,3,1,9,2
"595",2016,5,1,0,2,9,2,0,1,2,0,9,1
"596",2014,5,2,9,9,9,3,1,2,9,0,9,1
"597",2014,3,2,0,9,9,9,1,2,9,1,0,1
"598",2014,9,9,1,2,1,3,0,2,3,1,0,1
"599",2016,7,1,0,1,9,4,1,2,9,9,9,1
"600",2015,6,2,0,9,9,9,0,2,2,1,0,1
"601",2016,6,1,1,1,2,3,0,1,3,1,0,4
"602",2016,5,3,0,1,3,2,0,1,3,0,0,5
"603",2016,7,1,0,1,9,4,0,9,9,1,1,5
"604",2017,4,1,0,1,2,3,0,1,2,1,1,1
"605",2014,2,1,0,9,1,4,0,1,1,0,9,1
"606",2014,9,1,0,9,1,3,1,2,4,1,1,1
"607",2014,7,1,1,9,3,2,9,2,1,0,0,3
"608",2014,8,1,0,0,2,1,0,2,3,0,0,10
"609",2017,6,3,0,1,1,2,0,9,2,0,0,6
"610",2015,10,1,0,9,4,2,0,2,3,0,1,2
"611",2016,6,9,1,2,4,3,9,2,4,0,9,1
"612",2014,6,1,0,1,3,4,0,1,1,0,9,3
"613",2014,13,1,1,9,2,1,0,2,1,0,0,2
"614",2015,5,2,0,1,2,1,0,3,3,0,0,2
"615",2013,9,1,0,1,9,1,9,2,3,9,9,1
"616",2014,10,2,0,0,9,1,0,2,4,1,0,1
"617",2014,9,1,0,0,0,3,0,2,9,0,1,1
"618",2015,6,5,0,1,2,3,0,3,1,0,0,1
"619",2017,6,1,1,9,1,1,0,1,3,0,9,1
"620",2016,6,1,9,9,9,2,9,2,1,9,9,1
"621",2014,6,3,0,0,0,2,0,9,1,0,0,5
"622",2017,11,1,1,1,2,2,0,2,9,1,0,3
"623",2017,12,1,1,1,4,3,0,2,1,1,0,1
"624",2014,8,5,0,2,1,1,9,2,3,0,9,1
"625",2013,7,2,0,9,3,2,0,9,1,0,0,1
"626",2014,9,1,0,9,9,3,9,2,1,1,0,14
"627",2015,7,1,1,0,3,3,9,2,2,0,9,1
"628",2013,12,1,0,9,9,2,0,2,1,1,0,49
"629",2016,9,2,1,1,4,2,9,2,3,0,9,1
"630",2015,9,1,0,9,9,4,0,2,9,0,1,1
"631",2016,11,1,1,9,2,2,1,2,9,0,9,2
"632",2016,5,1,1,9,9,1,0,1,4,0,0,8
"633",2016,7,1,0,9,0,1,0,1,1,0,0,1
"634",2013,9,1,1,9,4,3,0,2,2,0,0,37
"635",2014,5,1,0,9,1,3,1,2,9,0,0,1
"636",2014,6,3,0,9,3,3,1,2,9,0,0,1
"637",2016,6,1,0,9,3,2,0,2,1,0,9,6
"638",2014,4,9,0,0,9,3,0,1,3,0,0,1
"639",2014,11,1,1,9,1,3,0,2,4,0,9,1
"640",2017,5,1,0,9,9,4,9,1,1,1,0,1
"641",2016,8,3,0,0,4,2,0,2,2,0,0,6
"642",2014,9,3,0,0,2,1,0,2,4,0,0,1
"643",2014,7,3,0,1,9,3,0,2,4,0,0,1
"644",2016,8,1,0,2,0,2,1,2,3,0,0,1
"645",2015,7,5,0,9,2,2,0,2,1,1,0,1
"646",2014,10,2,0,1,3,3,0,2,1,1,1,1
"647",2016,7,1,0,9,9,1,0,2,1,1,1,3
"648",2015,4,9,0,1,9,2,0,9,2,0,0,1
"649",2016,8,2,0,2,3,2,0,2,4,1,0,3
"650",2013,10,1,1,9,4,2,0,2,3,1,0,5
"651",2016,11,5,0,0,0,2,0,2,2,0,0,4
"652",2013,9,1,0,9,1,3,1,2,1,1,0,19
"653",2013,8,3,0,9,4,2,9,2,9,1,0,4
"654",2016,4,5,0,0,9,3,0,1,9,9,9,1
"655",2017,8,2,0,0,0,3,9,2,9,0,9,1
"656",2016,2,5,0,9,4,3,0,1,1,1,1,1
"657",2016,11,2,0,1,2,2,0,2,1,0,0,3
"658",2013,9,1,1,2,4,2,1,2,2,0,0,2
"659",2015,9,9,1,2,0,3,0,2,4,1,0,1
"660",2014,3,2,0,2,2,2,0,1,3,0,0,1
"661",2014,7,1,0,2,2,2,0,1,2,0,9,1
"662",2013,12,3,0,1,9,1,0,2,1,0,0,1
"663",2016,7,1,1,1,9,2,0,9,9,9,9,9
"664",2014,11,1,0,9,4,3,0,2,9,0,9,13
"665",2014,7,1,0,2,4,2,0,3,2,0,0,4
"666",2014,4,1,0,9,3,2,0,9,2,1,0,2
"667",2016,7,1,0,9,4,1,0,3,9,1,0,1
"668",2013,11,1,0,1,2,2,0,2,9,0,0,17
"669",2014,5,2,0,0,1,3,0,1,4,0,0,6
"670",2015,6,5,0,2,2,3,9,3,3,0,9,1
"671",2016,7,6,0,9,9,2,0,1,9,0,9,12
"672",2014,5,1,1,1,1,3,0,2,2,1,0,1
"673",2013,7,5,1,2,0,9,0,2,9,0,0,1
"674",2014,7,5,0,1,0,2,0,3,1,1,0,1
"675",2014,7,3,0,9,4,2,9,9,9,1,9,3
"676",2016,4,2,0,9,2,2,0,2,4,0,9,3
"677",2013,8,2,1,2,4,3,0,2,2,0,0,3
"678",2016,10,2,0,1,1,3,0,2,2,0,0,19
"679",2014,10,1,1,1,1,3,0,2,3,1,0,4
"680",2016,8,6,0,9,4,2,0,2,2,1,0,2
"681",2015,5,5,0,2,4,4,0,1,3,0,0,1
"682",2017,10,1,1,9,9,4,9,2,9,1,1,2
"683",2016,9,1,1,9,2,9,0,2,9,0,0,1
"684",2014,13,2,0,1,0,2,9,2,3,0,0,1
"685",2014,5,9,0,9,1,2,0,9,9,0,0,1
"686",2014,13,3,0,9,3,2,0,2,9,0,0,4
"687",2014,13,1,0,9,4,4,0,2,2,1,1,1
"688",2016,8,5,0,0,2,1,0,2,4,0,0,2
"689",2016,11,1,0,2,1,1,0,2,9,0,0,2
"690",2013,8,1,1,9,1,1,0,2,9,0,0,3
"691",2015,13,1,0,0,2,4,0,2,1,0,0,1
"692",2014,7,3,0,0,1,3,0,1,9,0,0,6
"693",2016,5,5,1,1,3,4,0,1,1,1,0,1
"694",2017,12,4,1,1,2,1,0,2,2,0,0,1
"695",2015,6,9,1,2,3,2,0,1,4,0,0,1
"696",2017,10,1,1,1,1,2,0,2,3,1,1,7
"697",2015,12,3,1,9,4,2,9,2,9,9,9,1
"698",2014,4,1,1,9,4,4,0,1,1,1,1,5
"699",2016,12,1,0,0,1,2,0,2,1,0,0,32
"700",2013,7,3,1,9,4,4,0,9,1,0,0,2
"701",2017,9,6,0,9,9,2,0,2,2,1,0,4
"702",2015,7,6,1,9,0,1,0,2,3,0,0,1
"703",2016,13,1,1,1,0,2,0,2,1,1,1,2
"704",2013,7,2,0,1,4,4,0,1,2,0,0,3
"705",2017,5,4,0,1,1,3,0,1,3,1,0,1
"706",2014,5,2,0,2,1,1,0,1,4,0,0,2
"707",2016,6,2,0,0,1,2,9,9,4,0,9,1
"708",2016,5,4,0,2,2,2,0,1,2,0,0,1
"709",2017,10,1,0,9,4,3,1,2,3,1,9,2
"710",2016,5,1,0,2,0,3,0,1,1,0,9,1
"711",2014,5,3,0,0,3,1,0,1,4,0,0,1
"712",2017,7,2,1,1,1,3,0,1,2,0,0,2
"713",2014,7,6,9,9,9,2,9,2,2,0,9,1
"714",2014,10,1,0,9,4,2,1,2,9,1,9,3
"715",2014,7,1,0,0,2,3,1,2,2,0,0,1
"716",2013,10,2,1,9,2,2,0,2,1,1,9,1
"717",2016,10,2,0,0,1,2,0,2,9,0,0,1
"718",2015,7,1,0,9,1,3,0,2,9,0,9,9
"719",2015,8,5,0,9,0,4,0,2,1,0,0,1
"720",2016,5,1,0,9,9,2,0,1,3,9,0,2
"721",2014,8,1,0,9,0,1,9,2,9,9,9,2
"722",2017,4,3,0,0,3,2,0,1,2,0,0,5
"723",2016,3,1,1,9,1,3,0,3,3,0,0,1
"724",2015,10,1,1,2,1,3,9,2,3,0,9,2
"725",2015,9,1,9,9,9,9,9,2,9,1,9,1
"726",2016,5,5,0,2,3,2,0,1,9,0,0,2
"727",2015,11,3,0,9,9,4,0,2,2,0,0,1
"728",2014,8,1,1,9,4,1,0,2,3,1,0,6
"729",2013,12,1,0,0,0,9,9,2,1,1,9,1
"730",2014,3,2,9,0,9,2,0,1,3,0,9,1
"731",2015,3,2,0,1,4,1,0,1,4,0,0,2
"732",2014,6,2,9,1,0,2,9,9,9,0,9,4
"733",2015,6,1,0,9,9,2,0,2,2,0,9,11
"734",2014,6,6,0,9,9,2,0,2,9,1,0,1
"735",2016,11,2,0,1,2,3,0,2,9,0,0,1
"736",2016,4,5,0,9,2,2,0,1,2,0,9,2
"737",2015,7,2,0,1,2,2,9,9,9,1,9,3
"738",2014,6,1,0,2,3,1,0,1,3,0,0,2
"739",2016,5,1,1,9,0,2,0,2,4,0,9,2
"740",2015,12,1,0,0,2,2,0,2,9,1,1,1
"741",2013,9,1,0,9,3,4,0,2,1,1,0,12
"742",2013,12,1,1,9,1,2,0,2,2,1,0,14
"743",2014,5,2,0,9,4,9,0,1,9,1,9,1
"744",2016,11,5,1,9,9,3,0,2,9,1,0,1
"745",2017,12,1,1,1,1,4,0,2,9,9,9,1
"746",2017,10,2,0,1,1,2,9,2,9,1,1,3
"747",2013,7,5,0,9,0,3,0,2,1,1,0,1
"748",2014,5,6,0,0,9,3,0,1,1,0,0,1
"749",2017,8,1,1,9,1,3,0,2,1,1,1,6
"750",2017,10,1,0,0,3,3,0,2,4,1,0,1
"751",2013,9,2,1,0,1,2,0,2,3,0,0,2
"752",2017,11,5,1,9,2,3,0,2,1,1,0,1
"753",2014,8,2,1,2,1,3,9,2,9,0,9,1
"754",2014,9,9,1,9,0,2,0,2,9,0,0,4
"755",2015,7,3,1,0,2,2,0,9,2,0,0,1
"756",2016,5,3,0,9,3,2,0,1,9,0,0,5
"757",2013,11,2,1,2,1,2,0,2,1,1,1,1
"758",2014,4,2,0,9,9,3,0,2,2,0,1,1
"759",2014,5,2,1,2,4,3,0,1,2,0,9,1
"760",2016,8,3,1,1,4,4,0,2,1,1,1,1
"761",2015,5,2,0,2,1,3,9,9,9,0,9,1
"762",2017,8,9,1,2,2,2,0,2,1,0,0,1
"763",2016,6,5,1,9,0,2,0,1,9,1,0,2
"764",2014,7,2,0,1,4,2,0,9,4,1,0,1
"765",2015,7,1,0,0,2,2,0,3,3,0,0,13
"766",2017,7,2,1,1,0,2,9,2,4,1,9,1
"767",2013,10,2,1,9,3,9,0,2,9,0,9,1
"768",2015,6,2,0,2,4,3,0,1,2,0,0,6
"769",2015,7,1,0,2,3,3,0,1,3,0,0,3
"770",2014,7,5,0,9,3,2,9,1,2,0,0,1
"771",2015,9,1,0,9,1,4,1,2,2,1,0,2
"772",2015,8,5,0,9,4,3,0,2,2,0,0,6
"773",2016,2,2,1,9,0,3,0,1,4,1,0,1
"774",2015,9,1,0,9,2,1,0,2,9,0,9,6
"775",2013,7,3,0,9,4,4,0,3,2,1,9,1
"776",2014,6,1,0,1,4,3,0,9,3,0,0,2
"777",2016,9,1,1,2,0,3,0,2,1,0,1,1
"778",2015,3,1,0,9,2,3,0,1,4,0,0,4
"779",2016,3,1,1,0,2,3,0,1,1,1,0,3
"780",2016,8,1,0,9,9,3,1,2,3,1,9,1
"781",2014,7,3,0,9,1,3,0,2,4,0,0,1
"782",2013,7,5,0,2,2,3,0,3,1,1,0,1
"783",2014,5,2,0,9,3,1,0,1,9,0,0,1
"784",2014,5,3,0,1,3,3,0,3,2,0,0,2
"785",2014,5,3,0,1,9,4,0,1,9,0,0,4
"786",2013,7,9,0,0,1,1,0,1,9,0,0,1
"787",2017,6,1,1,9,0,2,0,3,3,0,0,1
"788",2014,13,3,0,9,9,1,0,2,9,1,0,1
"789",2015,4,5,0,0,9,2,0,1,9,1,9,1
"790",2016,9,6,0,9,9,3,1,2,2,0,0,2
"791",2015,8,1,1,9,0,4,9,2,9,9,9,1
"792",2014,5,1,0,0,2,2,0,1,1,0,9,2
"793",2015,7,1,0,9,0,4,0,2,1,1,0,3
"794",2013,8,1,1,1,3,4,1,2,1,1,0,2
"795",2016,10,9,1,1,1,2,0,2,2,0,0,5
"796",2013,10,1,0,2,3,2,0,2,2,0,0,16
"797",2017,5,1,1,9,9,2,9,2,1,0,0,1
"798",2013,9,2,0,2,3,2,0,2,4,1,0,2
"799",2014,11,1,1,9,9,4,0,2,9,1,0,5
"800",2014,5,1,9,9,4,4,9,9,9,0,9,1
"801",2016,7,1,0,1,0,2,0,2,9,0,0,5
"802",2014,11,1,9,9,9,2,9,2,9,9,9,27
"803",2015,1,1,0,9,1,3,0,1,9,1,1,1
"804",2015,6,1,0,1,1,3,9,3,2,0,0,1
"805",2017,9,2,0,0,1,1,0,2,9,0,0,1
"806",2014,7,1,1,2,0,3,0,2,4,1,0,1
"807",2015,10,1,1,9,9,4,9,2,9,9,9,1
"808",2017,7,2,0,1,3,3,0,2,3,0,0,10
"809",2015,10,5,0,9,0,3,9,2,1,1,0,2
"810",2015,8,1,0,9,9,3,0,2,3,1,1,1
"811",2016,5,5,0,9,0,2,0,3,2,0,0,1
"812",2016,11,1,1,0,1,2,0,2,3,0,0,11
"813",2016,4,5,0,1,0,3,0,2,3,0,0,1
"814",2017,5,1,0,9,9,2,0,9,1,0,9,2
"815",2014,5,1,1,1,9,4,9,9,9,9,9,2
"816",2017,8,5,1,1,4,4,0,2,1,0,0,1
"817",2017,7,5,0,2,1,2,0,3,2,0,0,1
"818",2014,7,3,1,1,3,2,0,2,1,0,0,1
"819",2014,8,1,0,9,0,2,9,2,9,9,9,11
"820",2014,9,1,1,9,1,2,0,2,3,1,0,21
"821",2016,4,4,0,0,4,4,0,1,2,0,0,1
"822",2015,6,1,1,9,9,3,0,2,2,1,1,3
"823",2013,9,2,0,0,0,2,0,2,4,1,1,1
"824",2017,5,1,0,9,9,4,0,1,1,1,0,28
"825",2014,6,1,0,9,9,9,0,3,2,0,0,1
"826",2016,11,1,0,9,1,2,0,2,1,1,1,29
"827",2014,6,1,1,9,1,2,0,3,3,1,9,1
"828",2016,7,3,0,1,1,2,9,2,3,0,9,1
"829",2016,5,2,0,0,2,1,0,1,3,0,0,1
"830",2013,7,1,1,0,4,3,0,9,1,1,0,3
"831",2016,7,1,1,1,4,2,9,9,4,0,9,1
"832",2015,5,3,0,9,9,3,0,2,1,0,0,11
"833",2017,10,2,0,2,1,4,9,2,9,9,9,1
"834",2016,10,2,0,2,1,4,0,2,9,0,0,1
"835",2014,8,5,0,1,3,4,0,2,2,0,0,3
"836",2016,7,1,0,1,1,1,0,3,2,0,0,2
"837",2013,7,5,0,9,4,4,0,2,1,0,0,6
"838",2013,7,2,0,1,0,1,0,1,1,0,0,1
"839",2013,9,2,1,1,0,3,0,2,2,0,0,3
"840",2015,12,1,0,1,3,3,0,2,1,0,0,9
"841",2015,7,5,1,2,4,3,0,2,1,0,0,1
"842",2015,7,1,0,2,4,3,0,9,4,0,0,1
"843",2016,6,1,0,9,1,2,9,2,1,0,0,2
"844",2017,10,2,0,1,0,2,0,2,3,0,1,1
"845",2015,6,1,0,9,1,2,1,2,1,0,0,11
"846",2013,11,5,0,9,3,9,0,2,9,0,9,1
"847",2017,6,3,1,1,2,3,0,1,2,0,0,1
"848",2016,9,1,0,9,9,2,9,2,3,1,9,12
"849",2015,8,1,0,0,1,3,9,2,1,0,9,3
"850",2016,5,1,1,9,3,2,0,2,3,1,0,1
"851",2014,3,5,9,9,2,2,0,1,4,0,0,1
"852",2016,5,3,0,2,4,2,0,1,2,0,0,1
"853",2014,6,5,0,0,1,2,0,1,1,0,0,4
"854",2017,11,5,0,0,1,2,9,2,9,9,9,3
"855",2016,5,9,0,9,1,3,0,1,2,1,9,1
"856",2017,11,4,0,2,2,2,0,2,2,1,1,1
"857",2016,8,5,0,0,2,3,9,2,9,0,9,1
"858",2015,5,1,9,9,9,3,0,1,1,0,9,2
"859",2017,10,1,1,0,0,3,0,2,1,0,0,2
"860",2015,4,2,9,9,0,2,0,1,9,0,0,2
"861",2015,11,2,0,0,2,2,9,2,2,0,9,2
"862",2013,7,5,0,1,0,2,0,3,2,0,1,1
"863",2017,5,1,0,1,1,3,0,3,3,0,0,8
"864",2016,7,1,1,0,1,2,0,2,1,0,0,17
"865",2017,7,2,0,0,2,2,0,2,3,1,1,1
"866",2014,12,3,1,0,3,2,0,2,2,0,0,1
"867",2013,9,5,1,9,4,2,0,2,3,0,0,2
"868",2014,9,1,1,1,2,2,9,2,9,1,9,9
"869",2013,13,1,0,0,3,2,0,2,3,0,0,6
"870",2015,6,1,0,9,9,3,9,9,1,9,9,3
"871",2017,8,3,0,9,3,1,0,2,2,1,0,3
"872",2014,5,2,0,1,4,2,0,9,3,0,0,2
"873",2014,11,1,0,0,2,2,9,2,9,9,9,5
"874",2017,4,2,1,9,4,2,0,1,4,0,0,1
"875",2017,10,1,0,1,0,1,0,2,3,0,0,16
"876",2015,12,9,0,2,1,2,0,2,9,0,0,3
"877",2016,10,2,1,1,3,1,0,2,2,0,0,2
"878",2013,7,3,0,9,3,1,0,9,1,0,0,1
"879",2015,6,9,0,0,3,3,0,1,1,0,0,18
"880",2017,6,3,9,0,1,2,9,9,1,0,9,1
"881",2014,8,3,0,2,4,4,0,2,1,1,1,1
"882",2013,8,1,0,1,9,1,9,2,9,0,9,1
"883",2016,8,1,1,9,3,2,9,2,9,1,9,1
"884",2015,7,9,0,2,0,2,0,1,3,1,0,1
"885",2014,11,1,1,2,0,2,0,2,4,1,0,3
"886",2014,9,3,0,2,2,1,1,2,4,0,0,1
"887",2015,8,1,1,0,2,3,0,2,9,0,0,2
"888",2017,5,9,0,1,3,2,0,3,1,0,0,2
"889",2017,4,1,9,9,1,3,0,1,4,9,0,1
"890",2014,7,2,1,1,0,3,0,2,4,1,0,1
"891",2013,11,1,0,0,1,1,0,2,1,0,0,10
"892",2014,9,6,0,2,4,2,9,2,2,0,9,1
"893",2013,7,1,1,0,2,3,9,3,2,0,9,1
"894",2014,9,5,0,1,2,2,0,2,9,1,0,3
"895",2014,11,5,0,1,0,2,0,2,3,0,0,10
"896",2015,5,3,0,9,1,4,0,1,2,1,0,1
"897",2014,9,2,0,2,0,2,9,2,3,0,9,15
"898",2014,5,2,0,0,0,4,0,3,3,1,0,1
"899",2016,2,5,0,1,0,3,0,1,1,1,0,1
"900",2015,10,2,1,2,1,3,0,2,4,0,0,2
"901",2014,5,1,9,9,9,4,0,2,9,1,0,1
"902",2016,5,1,1,9,9,3,9,9,3,0,9,2
"903",2014,4,1,1,9,0,2,0,2,3,0,0,2
"904",2014,10,5,0,9,1,1,0,2,4,1,0,1
"905",2016,11,1,0,0,1,4,0,2,9,1,0,1
"906",2013,13,2,0,9,9,1,1,2,9,1,1,1
"907",2015,5,1,1,9,9,3,0,1,9,1,1,3
"908",2016,11,1,0,1,2,1,0,2,3,0,1,1
"909",2014,9,1,0,1,9,2,9,2,1,1,9,2
"910",2017,9,5,9,9,9,1,9,2,9,9,9,2
"911",2014,6,1,0,9,1,3,0,2,3,0,0,39
"912",2016,7,1,1,9,1,2,0,2,1,0,9,5
"913",2014,10,1,0,9,4,2,1,2,1,0,9,1
